source_code,source_display,translated_text,back_sim,cand1_code,cand1_label,cand1_score,cand2_code,cand2_label,cand2_score,cand3_code,cand3_label,cand3_score,cand4_code,cand4_label,cand4_score,cand5_code,cand5_label,cand5_score,suggested_relationship,final_score,curator_id,comment
7,6,Acute migraine 6.,93.81,XT5R,Acute,92.75,8A80.0,Acute migraine without aura,89.83,8A80,Migraine,88.83,8A80.10,Acute hemiplegic migraine with aura,85.14,AB31.1,Migraine related vestibulopathy,74.12,related-to,73.22,,
71,70,70.Infantile epilepsy,100.0,8A61.10,Benign familial infantile epilepsy,84.75,ED80.6,Infantile acne,78.23,EA12,Infantile papular acrodermatitis,71.94,EA80.0,"Infantile atopic eczema, impetiginised",71.86,XH7M44,Desmoplastic infantile astrocytoma,71.73,related-to,70.65,,
710,709,709.Bilious enterorrhoea,95.12,KD3C.0,Bilious vomiting of newborn,51.06,,,,,,,,,,,,,review,51.06,,
712,711,711.Infantile diarrhoea,100.0,ME05.1,Diarrhoea,86.29,ED80.6,Infantile acne,78.95,DD93.1,Infantile colic,76.87,SE37,Infantile malnutrition disorder (TM1),70.51,DD91.2,Functional diarrhoea,70.33,related-to,70.51,,
721,720,720.Sprue / Malabsorption syndrome,100.0,DA96.01,sprue NOS,74.4,KB89,Neonatal malabsorption syndromes,73.88,FB83.14,"Osteoporosis due to malabsorption, shoulder region",71.97,5C61.40,Fructose malabsorption,70.98,DA96.0,Intestinal malabsorption,66.82,related-to,74.4,,
726,725,725.Inflammatory dysentery,100.0,8C01.3,Chronic inflammatory demyelinating polyneuropathy,73.15,GA91,Inflammatory and other diseases of prostate,73.03,GA01.11,Chronic inflammatory disease of uterus with pyometra,72.98,8C01.0,Acute inflammatory demyelinating polyneuropathy,72.98,GA01.01,Acute inflammatory disease of uterus with pyometra,72.89,review,62.36,,
726,725,725.Inflammatory dysentery,100.0,8C01.3,Chronic inflammatory demyelinating polyneuropathy,73.15,GA91,Inflammatory and other diseases of prostate,73.03,GA01.11,Chronic inflammatory disease of uterus with pyometra,72.98,8C01.0,Acute inflammatory demyelinating polyneuropathy,72.98,GA01.01,Acute inflammatory disease of uterus with pyometra,72.89,related-to,73.15,,
727,726,726.Epidemic dysentery,100.0,1D84.1,ehc - epidemic haemorrhagic conjunctivitis,67.81,1D83,Epidemic myalgia,63.03,SA56,Dysentery disorder (TM1),60.64,9A60.33,Acute epidemic conjunctivitis,52.74,,,,review,60.64,,
727,726,726.Epidemic dysentery,100.0,1D84.1,ehc - epidemic haemorrhagic conjunctivitis,67.81,1D83,Epidemic myalgia,63.03,SA56,Dysentery disorder (TM1),60.64,9A60.33,Acute epidemic conjunctivitis,52.74,,,,review,67.81,,
728,727,727.Traumatic dysentery,100.0,XB2G,Post traumatic,77.93,FA72.2,"Traumatic spondylopathy, cervical region",71.05,9B10.20,Partially resolved traumatic cataract,70.33,6B40,Complex post traumatic stress disorder,69.99,NA07.1,traumatic diffuse intracerebral haemorrhage,69.94,review,55.3,,
729,728,728.Infantile dysentery,100.0,ED80.6,Infantile acne,78.39,DD93.1,Infantile colic,75.4,EA80.0,"Infantile atopic dermatitis, impetiginised",70.01,SE37,Infantile malnutrition disorder (TM1),69.86,XH6TQ7,Desmoplastic infantile ganglioglioma,69.51,review,69.86,,
731,730,730.Infantile tensmus,97.96,ED80.6,Infantile acne,78.72,XH6TQ7,Desmoplastic infantile ganglioglioma,71.94,XH7M44,Desmoplastic infantile astrocytoma,71.86,SE37,Infantile malnutrition disorder (TM1),71.64,EH40.0,Infantile seborrhoeic dermatitis,71.64,related-to,71.64,,
738,737,737.Intestinal colic due to worm infestation,100.0,1F90.1,This concept should be used for parasitic infestation of the intestine only when no more precise details are available.,65.43,,,,,,,,,,,,,review,65.43,,
739,738,738.Stercoral colic,100.0,MF56,Renal colic,73.92,DD93.1,infant colic,70.48,XA2DK6,Colic vein,69.21,XE75E,Coral,68.84,XA6WR7,Left colic artery,55.0,related-to,73.92,,
740,739,739.Phlegmatic colic,100.0,MF56,Renal colic,72.51,XA2DK6,Colic vein,70.81,DD93.1,infant colic,69.51,XA2WF1,Left colic vein,55.13,XA6WR7,Left colic artery,53.0,related-to,72.51,,
741,740,740.Spasmodic colic,100.0,MF56,Renal colic,70.86,DD93.1,infant colic,69.22,XA2DK6,Colic vein,69.21,XA09W7,Colic lymph node,50.6,XA49E0,Middle colic vein,50.31,related-to,70.86,,
743,742,742.Appendicular colic,100.0,DB11.2,appendicular faecalith,72.05,MF56,Renal colic,71.79,XA2DK6,Colic vein,70.66,DD93.1,infant colic,70.49,XA1Z62,Middle colic artery,50.53,related-to,72.05,,
744,743,743. hepatic colic,100.0,MF56,Renal colic,71.67,XA2DK6,Colic vein,71.1,DB99.5,Covert hepatic encephalopathy,71.08,DB91,Acute or subacute hepatic failure,71.02,DB98.6,Hepatic veno-occlusive disease,70.83,related-to,71.67,,
745,744,744. biliary colic,100.0,MF56,Renal colic,72.5,XA2DK6,Colic vein,71.04,LB20.21,congenital biliary atresia,70.91,DB96.1,Primary biliary cholangitis,70.79,DC31.2,Acute biliary pancreatitis,70.56,related-to,72.5,,
75,74,74.procursive epilepsy,100.0,8A61.41,Progressive myoclonic epilepsy type 1,73.22,8A60.1,Epilepsy due to cerebrovascular disorders,70.2,8A60.5,Epilepsy due to injuries to the head,68.7,8A61.21,Petit mal epilepsy,59.82,8A61.31,Juvenile absence epilepsy,56.29,related-to,73.22,,
750,749,749.Epidemic colic,100.0,9A60.33,Acute epidemic conjunctivitis,72.23,1D84.1,ehc - epidemic haemorrhagic conjunctivitis,71.88,MF56,Renal colic,70.99,XA2DK6,Colic vein,70.99,1D83,epidemic benign dry pleurisy,70.65,related-to,72.23,,
751,750,750. secondary colic,100.0,5C61.62,secondary lactose intolerance,74.43,8A05.1,Secondary tics,74.11,FA25.1,Secondary gout,73.58,XE3CZ,Secondary school,73.51,1A61.4,Secondary syphilitic iridocyclitis,73.48,related-to,74.43,,
754,753,753.Habitual constipation,100.0,ME05.0,Constipation,85.07,DD91.1,Constipation NOS,80.23,DB32.1,Slow transit constipation,67.33,SA57,Constipation disorder (TM1),61.47,,,,review,61.47,,
755,754,754.Secondary constipation,100.0,ME05.0,Constipation,86.51,DD91.1,Constipation NOS,80.81,8A05.1,Secondary tics,79.46,FA25.1,Secondary gout,78.55,1C1D.1,Secondary yaws,77.99,review,64.26,,
757,756,756.Piles / Haemorrhoid,100.0,SB7B,Interior haemorrhoid disorder (TM1),73.49,,,,,,,,,,,,,related-to,73.49,,
757,756,756.Piles / Haemorrhoid,100.0,SB7B,Interior haemorrhoid disorder (TM1),73.49,,,,,,,,,,,,,related-to,73.49,,
759,758,758.Sentinel pile,100.0,XM1NS5,Tin,63.29,,,,,,,,,,,,,review,63.29,,
763,762,762.Anal fissure,100.0,DB50.0,Anal fissure,94.97,DB50,Fissure or fistula of anal regions,79.16,DA00.3,Lip fissure,75.6,DB72.0,Anal spasm,70.82,GB23.1,Fissure or fistula of nipple,70.62,review,66.7,,
764,763,763.Anal flaccidity,100.0,XA39S6,Anal Canal,70.78,1A95.0,Anal warts,69.02,DB71,Anal polyp,69.02,DB72.0,Anal spasm,69.02,DB50.1,Anal fistula,68.4,related-to,70.78,,
767,766,766.Anal ulcers,100.0,1A95.0,Anal warts,71.01,XA39S6,Anal Canal,70.06,DB71,Anal polyp,69.59,DB72.0,Anal spasm,69.59,DB51,stricture of anal sphincter,66.99,review,64.32,,
767,766,766.Anal ulcers,100.0,1A95.0,Anal warts,71.01,XA39S6,Anal Canal,70.06,DB71,Anal polyp,69.59,DB72.0,Anal spasm,69.59,DB51,stricture of anal sphincter,66.99,related-to,71.01,,
768,767,767.Imperforated anus,100.0,XA0D34,Anus,75.5,LB17.1,Misplaced anus,72.66,DB52,Ulcer of anus,67.92,1A72.2,Infection of the anus due to Neisseria gonorrhoeae,61.61,ME24.A1,"Bleeding from anus and anal canal. The bleeding due to specific diseases classified elsewhere (haemorrhoid, cancer, infection etc) is excluded from here.",59.38,review,51.87,,
769,768,768.Haemorrhoidal varices,100.0,BD75.3,Pelvic varices,74.68,BD75.2,Vulval varices,73.35,BD75.1,Scrotal varices,73.3,DA97.3,Duodenal varices,72.91,DA52.0,Duodenal varices,72.91,related-to,74.68,,
778,777,777.Renal pain,100.0,MF56,renal pain,93.85,MD30.1,Rib pain,74.11,ME84.0,neck pain,73.29,XS5B,No pain,72.66,ME84.2,Loin pain,71.76,review,64.24,,
782,781,781.Phlegmatic nephritis,100.0,GB55,Chronic tubulo-interstitial nephritis,69.51,GB50,acute TIN - [acute tubulointerstitial nephritis],68.79,,,,,,,,,,review,69.51,,
784,783,783.Renal abscess,100.0,GB59,renal abscess,94.64,9A01.1,lid abscess,78.68,DB36.1,Rectal abscess,77.91,9A78.9,Corneal abscess,76.52,1B75.3,abscess NOS,76.13,related-to,72.94,,
785,784,784.Renal ulcers,100.0,XA3200,Renal vein,73.2,MF56,renal pain,71.64,LB30.00,"Renal agenesis, unilateral",68.79,LB30.1,unilateral renal dysplasia,68.77,XA0AC1,Renal calyces,68.47,related-to,73.2,,
788,787,787.Vesicular abscess,100.0,9A01.1,lid abscess,78.09,DA09.2,Pulp abscess,76.99,DB70.00,Anal abscess,76.99,CA0K.0,Fauces abscess,76.89,GA00.2,vulval abscess,75.89,review,52.31,,
792,791,791.Clotting of blood in the urinary bladder,100.0,XA77K2,Urinary bladder,85.27,LB31.3,Exstrophy of urinary bladder,78.07,GC00.2,Contracted urinary bladder,77.81,LB31.4,"A condition caused by failure of the bladder to correctly develop. This condition is characterised by weakness in the bladder wall through which some of the lining of the bladder protrudes. This condition may present with urinary tract infections, difficulty voiding, or abdominal fullness. This condition may also be asymptomatic.",74.63,2C94.0,Adenocarcinoma of bladder,70.28,review,64.39,,
793,792,792.Atonic bladder,100.0,XA77K2,"Bladder, NOS",72.94,XA0VZ5,Bladder neck,72.89,MF52,Bladder pain,72.89,DC10.01,Obstruction of gall bladder,72.67,2E68,Carcinoma in situ of bladder,72.09,review,69.27,,
793,792,792.Atonic bladder,100.0,XA77K2,"Bladder, NOS",72.94,XA0VZ5,Bladder neck,72.89,MF52,Bladder pain,72.89,DC10.01,Obstruction of gall bladder,72.67,2E68,Carcinoma in situ of bladder,72.09,related-to,72.94,,
794,793,793.Subluxation of the bladder,96.91,NA0D.11,Subluxation of tooth,80.66,NB92.2,Injury of bladder,76.81,XA2PT2,Dome of bladder,76.47,XA6KF2,Trigone of bladder,76.36,XA77K2,"Bladder, NOS",75.3,review,50.28,,
8,7,7.Chronic migraine,100.0,8A80.2,Chronic migraine,95.34,XT8W,Chronic,91.43,8A80,Migraine,85.31,8A80.10,Sporadic hemiplegic migraine,73.92,8A80.3,Complications related to migraine,72.51,review,59.95,,
80,79,79.Nocturnal epilepsy,100.0,3A21.0,nocturnal paroxysmal haemoglobinaemia,72.23,8A60.1,Epilepsy due to cerebrovascular disorders,69.48,8A61.41,Progressive myoclonic epilepsy type 1,69.25,8A60.5,Epilepsy due to injuries to the head,68.88,8A60.8,Epilepsy due to immune disorders,68.48,related-to,72.23,,
801,800,800. retention of urine,100.0,MF50.3,Retention of urine,94.32,MF50.5,Extravasation of urine,67.99,5C50.D0,Intermittent maple-syrup-urine disease,64.3,XE14D,Tent,64.15,XE43Q,Mouse urine proteins,60.85,review,58.59,,
803,802,802.Dribbling of urine,100.0,MF50.3,urine stoppage,66.16,MF50.5,leakage of urine,63.39,XA5TK7,Rib,63.14,5C50.D0,Intermittent maple-syrup-urine disease,62.27,SE38,Dribbling disorder (TM1),60.36,review,60.36,,
803,802,802.Dribbling of urine,100.0,MF50.3,urine stoppage,66.16,MF50.5,leakage of urine,63.39,XA5TK7,Rib,63.14,5C50.D0,Intermittent maple-syrup-urine disease,62.27,SE38,Dribbling disorder (TM1),60.36,review,66.16,,
82,81,81.Diurnal epilepsy,100.0,8A61.21,CAE - [childhood absence epilepsy],71.81,8A61.30,JME - [Juvenile myoclonic epilepsy],71.42,8A60.8,Epilepsy due to immune disorders,70.85,8A60.5,Epilepsy due to injuries to the head,70.81,8A61.41,Progressive myoclonic epilepsy,70.57,related-to,71.81,,
829,828,828.scrotal flaccidity,100.0,BD75.1,Scrotal varices,61.34,MF40.20,Acute scrotal pain,56.69,LB53.3,"Hypospadias, scrotal",52.4,XA7NU3,Posterior scrotal nerve,47.46,,,,review,61.34,,
832,831,831.Decreased libido,100.0,MB22.1,Decreased libido,94.33,MB22.6,Increased libido,77.01,SB91,Decreased menstruation disorder (TM1),71.61,MG43.8,Intermittent or persistent decreased motivation or desire to eat food as compared to what is typical for the individual.,70.04,XE64X,Decreased pump speed,60.15,related-to,71.61,,
838,837,837.Undescended tests,97.96,LB52.2,"Undescended testicle, bilateral, inguinal",74.37,LB52.1,"Undescended testicle, unilateral, inguinal",74.3,QA00.A,allergy tests,67.54,XM0N07,Tests for thyroid function,48.57,XM76Z9,Tests for pancreatic function,46.79,related-to,74.37,,
845,844,844. uterine tumor,100.0,XH8CW8,Uterine tumour resembling ovarian sex cord tumour,79.62,XH5L76,Pilar tumour,73.34,XH0FH0,Askin tumour,71.67,JB02.2,Irregular uterine contractions,70.98,LA90.32,Uterine arteriovenous malformations,70.86,review,57.51,,
846,845,845.Uterine atrophy,100.0,9A90.2,Iris atrophy,78.66,EE10.4,Nail atrophy,77.61,XA1DP8,Uterine wall,76.13,AB73,Atrophy ear,75.88,XA8M77,Uterine vein,74.85,review,53.48,,
857,856,856. ovarian pain,100.0,GA34.6,Ovarian pain,93.86,XS5B,No pain,76.11,ME84.2,Loin pain,74.3,GA32.0,OHSS - [Ovarian hyperstimulation syndrome],73.12,ME82,joint pain,72.85,review,64.33,,
858,857,857.Displacement of ovaries,100.0,9A20.00,Exophthalmos due to lateral displacement of globe,74.61,9A20,Displacement of eyeball,74.38,9A20.01,Inward displacement of eyeball,68.31,9A20.0,Axial displacement of eyeball,68.1,,,,related-to,74.61,,
873,872,872.Pseudocyesis / Pseudopregnancy,100.0,XT0S,Pregnancy,66.33,,,,,,,,,,,,,review,66.33,,
876,875,875.Retention of lochia,100.0,MF50.3,Retention of urine,75.25,XE14D,Tent,63.7,SA54,Food retention disorder (TM1),55.79,,,,,,,review,55.79,,
882,881,881. breast abscess,100.0,GB21.0,Breast abscess,94.84,XA12C1,Breast,91.06,JB45.0,Antepartum abscess of breast,82.23,DB70.00,anus abscess,78.19,9A01.1,lid abscess,77.68,review,69.79,,
884,883,883. smallness of breast,100.0,XA12C1,Breast,84.15,GB20.0,cyst of breast,77.93,GB21.0,Breast abscess,70.81,2C60,Polymorphous adenocarcinoma of breast,70.47,2F30.5,Pericanalicular fibroadenoma of breast,69.77,review,61.03,,
885,884,884.Distension of breasts,84.54,EE20,Eczema craquelé due to acute distension of the skin,73.1,ME01,abdomen distension,67.41,LB62,breast of axilla,65.4,XA12C1,Breast NOS,62.65,SA82,Lung distension disorder (TM1),60.33,review,60.33,,
885,884,884.Distension of breasts,84.54,EE20,Eczema craquelé due to acute distension of the skin,73.1,ME01,abdomen distension,67.41,LB62,breast of axilla,65.4,XA12C1,Breast NOS,62.65,SA82,Lung distension disorder (TM1),60.33,related-to,73.1,,
887,886,886.Uterine ulceration,100.0,DA0D.5,gum ulceration,80.33,XA8M77,Uterine vein,77.95,JB02.2,uterine atony,77.21,XA1DP8,Uterine wall,76.18,XA3QZ2,Uterine cavity,75.05,review,51.8,,
89,88,88.congestive apoplexy,100.0,BD10,Decompensated congestive heart failure,72.41,3B81.C,Chronic congestive splenomegaly,62.07,,,,,,,,,,related-to,72.41,,
890,889,889.Uterine prolapse,100.0,GC40.34,Stage 4 uterine prolapse,83.03,GC40.30,first degree uterine prolapse,82.61,GC40.31,Incomplete uterine prolapse with anterior vaginal wall prolapse,80.97,GC40.32,Incomplete uterine prolapse with posterior vaginal wall prolapse,80.95,GC40.35,Complete uterine prolapse with anterior vaginal wall prolapse,80.64,review,52.52,,
892,891,891.Uterine polyps,100.0,XA1DP8,Uterine wall,76.3,XA8M77,Uterine vein,75.01,JB02.0,hypotonic uterine dysfunction,70.49,GA30.1,Postmenopausal uterine bleeding,70.08,XH6CZ4,Multiple adenomatous polyps,70.07,review,54.18,,
90,89,89.Cutaneous apoplexy,100.0,EE20,Acute cutaneous distension syndrome,71.54,EB51,Chronic cutaneous lupus erythematosus,71.19,4A44.B0,Cutaneous leukocytoclastic vasculitis,71.19,1F54.1,Old world cutaneous leishmaniasis,70.82,1C10.3,cutaneous actinomycotic infection,70.82,related-to,71.54,,
917,916,916.Scar marks / Cicatrix,100.0,XE4V0,Cat,60.27,,,,,,,,,,,,,review,60.27,,
92,91,91.Thrombotic apoplexy,100.0,3B64.14,TTP - [thrombotic thrombocytopenic purpura],72.33,BD30.11,Acute thrombotic iliac artery occlusion,71.94,,,,,,,,,,related-to,72.33,,
921,920,920.Scaling / Sloughing,100.0,ME63.4,Chronic scaling or hyperkeratotic skin disorder,65.74,,,,,,,,,,,,,review,65.74,,
939,938,938. brittle nails,100.0,EC22.0,Congenital absence of nails,66.5,EA91.5,Lichen planus of the nails,65.15,XA6Q52,Nail,64.62,XM56D3,Brittle star venom,58.39,,,,review,66.5,,
942,941,941.thickened and brittle nails,100.0,XA6Q52,Nail,58.59,,,,,,,,,,,,,review,58.59,,
943,942,942.Splitting of the nails,100.0,EC22.0,Racquet nails,66.98,EA91.5,Lichen planus of the nails,66.96,MF50.62,Splitting of urinary stream,63.01,XA6Q52,Nail,60.05,,,,review,66.98,,
948,947,947.Yellowness of the nails,100.0,EC22.0,Porcelain nails,67.56,EA91.5,Lichen planus of the nails,64.74,XA6Q52,Nail,56.69,,,,,,,review,67.56,,
95,94,94.Catalepsy,100.0,XE4V0,Cat,69.5,,,,,,,,,,,,,review,69.5,,
957,956,956.Cracked heels,100.0,XE38M,Crack,71.7,XA5HK0,Heel,62.56,,,,,,,,,,related-to,71.7,,
975,974,974.Tinea favus,100.0,XM1NS5,Tin,66.83,SB72,Tinea circinate disorder (TM1),65.82,1F2D.4,Tinea nigra,59.76,,,,,,,review,65.82,,
975,974,974.Tinea favus,100.0,XM1NS5,Tin,66.83,SB72,Tinea circinate disorder (TM1),65.82,1F2D.4,Tinea nigra,59.76,,,,,,,review,66.83,,
98,97,97.Paralysis due to putrefied air,100.0,KA44.10,Erb paralysis,78.61,MB24.D,Leaden paralysis,74.99,8C74.1,Periodic paralysis,74.3,KA44.11,Klumpke paralysis,74.02,8C74.10,Periodic paralysis 1,72.83,review,60.22,,
982,981,981. stubbed toe,100.0,XA8ZZ3,Second toe,68.08,XA0SP3,Third toe,66.42,XA2RP7,Great toe,65.9,XA42W4,Fifth toe,65.9,XA4KK7,Fourth toe,65.74,review,68.08,,
989,988,988.Warts / Verruca,100.0,1A95.0,Anal warts,73.72,1E81,Flat warts,72.61,1E80.0,Digital or periungual warts,67.03,1E80,Warts of lips or oral cavity,65.56,1E80.1,Verruca plantaris,59.46,related-to,73.72,,
99,98,98.Cramp / Convulsion / Spasm,100.0,MB47.3,cramp,90.17,DB72.0,Anal spasm,72.15,8B88.2,Bell spasm,71.85,CA0H.4,Glottic spasm,68.64,SD20,Convulsion disorder (TM1),59.02,review,59.02,,
